label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels
0.0	1869.6589096823677	4224.725585635645	258.40542236493536	0.0	512.0	64.0	3071.0	8419.0	511.0	1341494254.0
1.0	1884.7787689860604	3943.669833122239	258.56558558781614	375.0	983.0	110.0	2749.0	8250.0	452.0	11955218.0
