label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels
0.0	14.329308239596243	17.69812366533394	1.2136685792098094	0.0	0.96	0.0	21.435	27.495	2.235	74975215.0
1.0	10.914760937482697	19.100601470428764	1.0479178851336677	0.045	1.25	0.25	16.86	27.205000000000002	2.09	3882269.0
2.0	16.915081972393004	18.587718231465935	1.293582931455326	11.59	3.125	0.37	21.150000000000002	20.405	1.93	7089216.0
3.0	17.071125550758918	18.739122011276585	1.4484164704023301	13.950000000000001	18.32	0.915	20.54	19.26	2.21	2379444.0
