label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels
0.0	11.430862768744392	15.518136079384213	0.836272959987813	1.28	11.52	0.0	20.155	19.515	2.555	65905795.0
1.0	7.70593046922407	17.618359833611912	1.265703316536896	1.285	11.73	0.0	19.975	19.3	2.315	7198352.0
2.0	14.000788683975648	14.500038762662355	0.5403431004042395	9.405	11.9	0.145	18.695	17.12	0.93	5880917.0
3.0	11.53984596325045	15.771983976889006	0.9763448340130688	11.335	15.58	0.865	11.76	16.035	1.125	182424.0
